geometry,SPEED_LIMIT
"MULTILINESTRING ((289243.8133383576 5647690.567380749, 289242.6620825946 5647687.863753289, 289239.53286585 5647678.047060817, 289237.44694025745 5647669.145567154, 289234.8116943265 5647658.328845183, 289234.2974561598 5647653.4724045545, 289233.54867595836 5647649.249099895, 289230.8958571439 5647636.618000344, 289216.9718042461 5647570.215524632, 289215.2377196846 5647560.798616853, 289213.2807608201 5647550.054514966, 289212.479470531 5647544.5416259095, 289211.7623554441 5647537.121132521, 289211.5651396732 5647531.238455403, 289211.68673612375 5647525.064413837, 289211.8058170976 5647522.9772200845, 289212.0233391074 5647519.160010157, 289212.6933632492 5647511.248773649, 289213.70278074907 5647503.724603842, 289214.6717392287 5647498.317834741, 289216.13675134175 5647491.788458056, 289217.3021061411 5647487.23113364, 289218.77701428893 5647481.9819430765, 289220.03387933166 5647477.94426589, 289221.14998547896 5647474.769754629, 289222.519668606 5647471.083824255, 289223.6321362964 5647468.165579339, 289226.8765505294 5647460.929064725, 289230.1442860033 5647454.092483272, 289234.291651097 5647446.741279525, 289238.1441871431 5647440.27064999, 289243.0386001385 5647433.1229007635, 289247.41134166735 5647427.332649812, 289253.5388473982 5647420.056786353, 289258.67199535586 5647414.625348671, 289263.80422417907 5647409.516884778, 289267.2981299226 5647406.334721315, 289268.3914613833 5647405.365986245, 289272.97120349214 5647401.54946327, 289278.6043781118 5647397.166714696, 289285.3834200611 5647392.414423173, 289292.6482537127 5647387.8428173745, 289293.01986603753 5647387.638395002, 289296.7122049198 5647385.528327249, 289307.02307377534 5647380.253776694, 289315.76406331675 5647376.512997824, 289322.35309538594 5647374.006728969, 289329.1580420809 5647371.792345571, 289336.56908768497 5647369.776029205, 289344.50194242864 5647367.9612107575, 289353.1437543653 5647366.45163627, 289356.31914096046 5647365.988424824, 289373.48535457934 5647363.5420169905, 289383.17036640865 5647362.079153718, 289414.63063616154 5647357.492659297, 289455.666072336 5647351.681944855, 289461.04548996006 5647350.917627938, 289467.5648725145 5647349.9844876835, 289467.6346620043 5647349.970515312, 289477.1638274352 5647348.480759196, 289487.4657343203 5647346.269211634, 289499.8996626872 5647343.369716763, 289507.56712088827 5647340.908945814, 289514.53709760477 5647338.944222982, 289517.3640976667 5647337.871682521, 289533.24731443636 5647331.725291975, 289545.17555212346 5647325.3833203865, 289559.88410871 5647316.645635527, 289571.0389868812 5647309.277278629, 289588.4740458871 5647296.29764307, 289600.76791095664 5647283.538052475, 289611.19469799625 5647272.791910002, 289612.50571942807 5647271.291043516, 289618.0922448758 5647264.883930103, 289625.43354644754 5647256.467975659, 289646.4034074524 5647230.383289987, 289670.5342167402 5647201.219444002, 289694.6718798487 5647172.04431625, 289696.35239415744 5647169.938292338, 289699.0414288604 5647166.6777743995, 289701.17272004904 5647164.063489403, 289702.62163256644 5647162.145038731, 289705.455733513 5647158.644790063, 289709.5295756638 5647153.446161042, 289712.363037908 5647149.756639856, 289716.8838635186 5647143.782658984, 289717.5309298951 5647142.910094058, 289722.0832794532 5647136.845755078, 289725.70482755103 5647131.943889589, 289730.4745617403 5647125.514399616, 289733.7323469649 5647121.184081007, 289737.63766257546 5647115.992319547, 289740.4390076899 5647112.203901276, 289740.5122151396 5647112.100710412, 289743.84322549554 5647107.667207818, 289746.89545986545 5647103.645900321, 289748.09668649454 5647102.038176242, 289750.0857366005 5647099.385147039, 289752.6456963753 5647096.063088573, 289754.0318795471 5647094.158336731, 289757.3454504736 5647089.814636029, 289761.0337027337 5647084.821008923, 289764.78879265604 5647079.9137558, 289768.09529664903 5647075.915549245, 289771.04839636874 5647072.744576896, 289773.7609946901 5647070.062192059, 289776.1317835344 5647067.97272502, 289778.61406412825 5647065.8564633755, 289781.34832695406 5647063.70770554, 289784.7504350228 5647061.197781874, 289788.3068288726 5647058.848631031, 289791.7421353477 5647056.9832213, 289797.41394709947 5647053.880101516, 289803.2176844622 5647050.560061268, 289807.252470794 5647048.035614949, 289811.4280095226 5647045.338428773, 289815.9736624967 5647042.2253517425, 289818.9594832901 5647040.0330016995, 289820.4962497961 5647038.890506061, 289823.1990298055 5647036.8321335185, 289827.53492820857 5647033.4046507375, 289831.98986466567 5647029.616007831, 289835.46555440244 5647026.49068569, 289838.7055704299 5647023.452876281, 289842.4143069162 5647019.828144457, 289845.9648996353 5647016.120748249, 289849.0715285605 5647012.743159219, 289851.72284920904 5647009.762649366, 289852.9739463759 5647008.342232714, 289856.0679563029 5647004.65336814, 289859.3247659336 5647000.467941753, 289861.93769576645 5646996.887681699, 289864.08712829475 5646993.849591927, 289867.4854830764 5646988.990303123, 289869.22381803696 5646986.225008073, 289871.41573619354 5646982.672968313, 289875.86061812955 5646975.16554016, 289879.8005024467 5646968.391269651, 289882.84618431603 5646962.989527389, 289887.32874052424 5646955.369229026, 289889.3022097092 5646951.981955726, 289892.259417119 5646947.173987235, 289894.6005014454 5646943.482284061, 289896.85245222406 5646940.1950731315, 289899.16898090293 5646936.938650395, 289901.7665001515 5646933.670832, 289904.3705965892 5646930.391612947, 289907.4340787397 5646926.815377602, 289911.0605150751 5646922.893384653, 289914.09377054253 5646919.786067917, 289917.0567102571 5646917.026803322, 289920.6030387364 5646913.731651019, 289924.07995343464 5646910.806785706, 289928.6279321122 5646907.226038172, 289932.81551693915 5646904.1275981935, 289937.0130249466 5646901.273738932, 289940.93127733737 5646898.8209476005, 289943.9711043958 5646896.916010119, 289947.48429596005 5646895.05869198, 289950.15876625176 5646893.513771985, 289952.1814025117 5646892.5520561915, 289958.0925172677 5646889.617594453, 289962.9127723481 5646887.718423876, 289963.96565869724 5646887.308263294, 289968.9891848096 5646885.389721181, 289973.9186117364 5646883.753384981, 289980.0547602065 5646881.8565552775, 289985.0083455788 5646880.642396538, 289988.85175711644 5646879.640282759, 289993.9119919153 5646878.800413215, 290001.2086195966 5646877.758531093, 290006.8083334282 5646877.208595683, 290014.495939887 5646876.785601458, 290022.95277126704 5646876.765718792, 290036.87064875796 5646877.114671708, 290073.99797568313 5646877.0352578685, 290127.37067408976 5646876.92147746, 290154.78434402077 5646877.1025783755, 290219.74665284436 5646877.533582821, 290226.4683475102 5646877.584300492, 290235.8985382259 5646877.10220226, 290243.34631510754 5646876.143625808, 290251.59041456383 5646875.041462059, 290259.2524575575 5646873.639953023, 290268.15690482064 5646871.6425190745, 290279.3228978085 5646868.67384448, 290289.77437117253 5646865.088269513, 290301.358765065 5646860.287639619, 290309.3892444401 5646856.688758937, 290318.626594777 5646851.6157117365, 290333.3640288564 5646842.834691103, 290364.7317582953 5646823.35884805, 290377.1757913939 5646815.628415689, 290443.2301451368 5646774.338449623))",50.0
"MULTILINESTRING ((272759.3675206176 5670744.541703602, 272788.35299523274 5670771.786424339, 272790.744340614 5670774.053248703, 272791.5234244383 5670774.876485366, 272792.10266082 5670775.77538611, 272792.5624114196 5670776.8243691325, 272792.88475981134 5670777.935117715, 272793.00884936046 5670778.998935816, 272793.02449127333 5670780.145516894, 272792.80286494596 5670781.313722976, 272792.4338959445 5670782.4773025615, 272791.74620052066 5670783.721800272, 272790.8397594814 5670784.931411725, 272789.6977533454 5670785.884109067, 272788.59744224604 5670786.511945416, 272786.83684875723 5670787.102133601, 272785.6399623892 5670787.288696311, 272783.7371332465 5670787.038640927, 272782.3548422238 5670786.67647056, 272781.0646696539 5670786.02062622, 272779.97347465664 5670785.110939021, 272749.235995361 5670756.27292733))",40.0
"MULTILINESTRING ((282490.6231495866 5657737.404655128, 282490.0195368335 5657724.912357895, 282489.4159245491 5657712.420060837, 282488.81184432015 5657699.916646924, 282488.20823297394 5657687.424350223))",40.0
"MULTILINESTRING ((284096.4715596539 5643538.8141805995, 284103.244470762 5643540.815120266, 284118.60446159 5643545.431944785, 284121.05028832157 5643546.165339979, 284122.56839635666 5643546.60327068, 284129.31649460236 5643548.5161863))",
"MULTILINESTRING ((292535.35840056627 5656589.0671564555, 292533.26694211666 5656538.407721316, 292531.1759424221 5656487.759406449, 292530.41348274174 5656469.305479746))",
"MULTILINESTRING ((284371.4621880678 5644845.884324454, 284402.1204845938 5644856.368880585))",40.0
"MULTILINESTRING ((284118.55627026374 5661889.207770595, 284119.8608416506 5661915.669447608, 284120.4404941688 5661932.695349369, 284120.5967222728 5661937.934158357))",40.0
"MULTILINESTRING ((278056.5961400517 5659138.230527076, 278043.8296174202 5659119.099744856, 278036.3034767677 5659102.962295967, 278032.016463744 5659088.835050827, 278029.0672199697 5659077.56827978, 278027.19205455366 5659066.622842472, 278025.67841841106 5659054.124881736, 278025.4581476911 5659044.923664362, 278025.2958605246 5659035.764502737, 278025.52081748575 5659026.956219841, 278026.53740329924 5659016.799661744, 278027.55076739076 5659005.262196054, 278029.24643801106 5658995.711263972, 278030.0591577636 5658991.098802273, 278030.31987285265 5658989.650853287, 278030.837212802 5658983.068627488, 278029.9939820555 5658979.4629455, 278026.4454077686 5658972.220307548))",
"MULTILINESTRING ((285852.9096627134 5659726.158274553, 285845.90110266965 5659726.7610258935, 285842.19969095895 5659727.048315988, 285839.3129915701 5659727.346332608, 285836.824248662 5659727.761466038, 285833.9537030261 5659728.448586351, 285831.3003048733 5659729.2937382925, 285827.39194132865 5659730.513945511, 285821.6795558628 5659732.410414065))",
"MULTILINESTRING ((290359.21002103214 5646499.465357387, 290348.08498501475 5646499.815335158))",
"MULTILINESTRING ((283403.6504741645 5657660.983569584, 283405.65845788235 5657658.29334849, 283406.69141104666 5657657.136345929, 283407.74211688014 5657656.067691829, 283409.17420969217 5657654.715757288, 283410.6553618808 5657653.528814351, 283412.0383414016 5657652.680089716, 283413.4582248235 5657652.041413168, 283414.68178976956 5657651.7450725, 283415.8819632906 5657651.728129284, 283418.86599431594 5657652.215450584))",40.0
"MULTILINESTRING ((288483.4558205282 5650475.422767671, 288488.06038048846 5650461.80486, 288491.706891647 5650451.756143731, 288493.90970539785 5650444.405610328, 288497.176316735 5650433.1475002635, 288498.31773606886 5650428.902678121, 288499.34981492214 5650424.90731154))",40.0
"MULTILINESTRING ((282021.60634648753 5669012.158444368, 282030.4940312754 5669012.539126482, 282039.44836586114 5669012.83903977, 282046.2308854478 5669012.985980183, 282055.51492264564 5669013.294224632, 282059.2760085437 5669013.413288228, 282067.17173937144 5669013.702418539, 282073.52157811297 5669014.057058012, 282077.75893201015 5669014.501206242, 282082.81618030067 5669015.1110892305, 282089.01939961 5669016.140185189, 282095.1854254387 5669017.449291511, 282101.66541828075 5669019.056942967, 282106.551357105 5669020.4202912515, 282112.630952138 5669022.501538612, 282118.49652355356 5669024.658681406, 282127.86604351667 5669028.805729618, 282132.796768056 5669031.392284557, 282137.3398716434 5669033.761383254, 282141.7268640606 5669036.415525103, 282146.7244993658 5669039.589524041, 282150.03170331626 5669041.73255225, 282152.6578379385 5669043.347573763, 282155.6245716831 5669045.39365455, 282158.04287343414 5669047.39614191, 282161.1564984968 5669050.594261359, 282163.03686009656 5669053.1318397, 282164.3454523909 5669055.571125967, 282165.3534630558 5669057.366054451))",40.0
"MULTILINESTRING ((287471.87928534846 5666682.829973143, 287473.5717989872 5666722.293754911))",
"MULTILINESTRING ((281000.1261054412 5658451.224326753, 280998.72212038154 5658415.489548903, 280997.0258806848 5658372.205144192, 280995.32264397445 5658328.921038924))",50.0
"MULTILINESTRING ((287538.05417668226 5658765.0077112345, 287531.3621038067 5658755.082616374))",40.0
"MULTILINESTRING ((276746.3245469626 5662462.984049788, 276745.58702738833 5662458.917300318, 276744.8488517427 5662454.349380414, 276744.15537048294 5662449.679284954, 276743.48509465705 5662443.114766371, 276742.9776603628 5662437.879725135, 276742.5953816767 5662432.2939927485, 276742.4657333842 5662426.708456047, 276742.37390578305 5662421.834097479, 276742.4134945749 5662416.753567416, 276742.7229264377 5662409.478350313, 276743.1415059704 5662398.890493503, 276743.8713877073 5662376.3717594715, 276744.88506288885 5662350.521685836))",40.0
"MULTILINESTRING ((279944.15003216016 5674515.9769447595, 279938.66482435126 5674525.032973717, 279934.2997002143 5674532.292407177, 279930.7592699819 5674538.213404354, 279927.56440989673 5674543.540440096, 279923.1458016952 5674550.857865685, 279919.63557132054 5674556.666202533, 279916.4091339634 5674562.072563417, 279913.3160985346 5674567.161357032, 279910.3771105112 5674572.087623892, 279907.5148302081 5674576.843541356, 279904.10928910656 5674582.480340596, 279901.61306216184 5674586.6302801175, 279899.7220382624 5674589.874410301, 279899.71552735666 5674589.885826969))",40.0
"MULTILINESTRING ((282134.90708404395 5643229.273174036, 282130.955558433 5643230.764413235, 282127.8008090345 5643231.943771241, 282125.0946042278 5643232.903831137, 282122.7708713659 5643233.5805490175, 282120.76538138976 5643234.12139696, 282118.43090771703 5643234.54242892, 282116.5482464144 5643234.821979173, 282113.6218771434 5643235.06742318, 282104.3174132264 5643235.703336158, 282099.1588245522 5643235.7864343105, 282096.0248733016 5643235.78447064, 282093.1426240135 5643235.571476472, 282090.835923168 5643235.144980886, 282088.2714476137 5643234.784999706, 282085.0415279365 5643234.0075205965, 282081.1606668129 5643232.990119198, 282076.7760260772 5643231.715476769))",40.0
"MULTILINESTRING ((283860.67210479977 5660171.962473593, 283859.10214363434 5660171.515974394, 283858.34215305746 5660171.302814437))",
"MULTILINESTRING ((286218.02533465467 5663916.643942348, 286230.56502189 5663916.112479326, 286246.75216449564 5663915.418576243))",40.0
"MULTILINESTRING ((294824.3780772828 5666599.378628772, 294822.4648374861 5666551.907663836))",50.0
"MULTILINESTRING ((276549.47630991274 5664090.727629665, 276551.6813906433 5664140.273265088))",40.0
"MULTILINESTRING ((292301.8667622926 5661624.391009015, 292323.1442467241 5661623.990421969, 292344.4212808374 5661623.57880538, 292365.69831250544 5661623.167276626, 292386.97534173005 5661622.755835711))",40.0
"MULTILINESTRING ((286524.8379903801 5650754.7844587825, 286528.1665900675 5650748.032326066, 286531.966670419 5650740.436678091, 286538.0474300517 5650727.4461950585, 286548.0371807084 5650707.11172396, 286553.26957316895 5650696.3946028, 286561.22857980174 5650679.841098844, 286569.08065223077 5650663.080438311, 286575.7924740602 5650647.825645483, 286584.72503780876 5650625.719710166, 286593.2431334662 5650602.428203993, 286599.5091499981 5650583.862178852, 286607.96648370824 5650555.172256888, 286612.53295133234 5650537.678590437))",
