UNITID,MISTNO,INSTDATE,MODIFIED_DT,SIGN_CODE,SIGN_DSCRN,SIGN_SIZE,SIGN_TYPE,STATUS_CD,SUPPORT_TYPE,POINT
1110198175,3474,2000/01/01,2018/12/05,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-114.0623731 51.0659288)
1110004483,1131,2016/03/22,2017/07/24,11-649,Turn Control - Left + Right,900x900,Flat Sheet,As-built,Arm,POINT (-114.2052326 51.1540906)
1109708771,0380,2001/01/01,2016/12/20,11-647,Turn Control - Thru and Left,900x900,Flat Sheet,As-built,Arm,POINT (-114.0580111 51.0444939)
1110073602,B2891,2017/08/16,2019/04/29,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-113.9336515 50.9110323)
1110336970,0828,2020/06/26,2021/08/10,11-645,Turn Control - Left,900x900,Flat Sheet,Active,Arm,POINT (-113.9119566 50.9976655)
1110090027,0189,2017/10/11,2021/12/07,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.2090789 51.0835716)
1109357192,0461,1994/12/11,2019/04/25,11-799,Right Lane Turn Right,900x1200,Flat Sheet,As-built,Trunk,POINT (-114.0002866 51.0372406)
1109356201,B2739,2007/04/22,2019/06/11,11-950,Reserved Lane M-F 0700-0830,900x1500,Flat Sheet,As-built,Arm,POINT (-114.0626006 51.058746)
1110383949,0991,2022/07/23,2022/08/02,11-650,Turn Control - Left + Thru + Right,900x900,Flat Sheet,Active,Arm,POINT (-114.0559427 51.042073)
1109708706,0407,2009/05/31,2014/05/30,11-245,One Way - Arrow Right,450x1350,Flat Sheet,As-built,Arm,POINT (-114.0608064 51.0421888)
1110034031,B2825,2017/09/06,2019/05/06,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Streetlight,POINT (-113.9768084 51.0563273)
1110276396,1128,2020/06/25,2020/06/26,11-250,Keep Right,600x750,Flat Sheet,Active,Pedestal,POINT (-113.9573889 50.876661)
1110027085,0026,1990/04/04,2016/08/24,11-646,Turn Control - Arrow Right,900x900,Flat Sheet,As-built,Arm,POINT (-114.0528505 51.1104593)
1110467505,B0108,2023/12/08,2024/01/16,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.0134538 51.0639395)
1110063473,0350,2010/08/26,2017/02/14,11-806,Right Turn Prohibited,900x900,Flat Sheet,As-built,Pedestal,POINT (-114.0716798 51.0457213)
1109540978,B2581,2009/07/14,2019/07/02,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-114.0843394 51.0639564)
1109651082,0495,2016/01/08,2016/03/29,SPECIAL,Through Traffic Prohibited,900x1200,Flat Sheet,As-built,Arm,POINT (-114.0734593 51.0306133)
1110300365,B0047,2021/08/27,2022/07/27,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.1017039 51.1759562)
1110023538,B2737,2006/10/05,2019/06/11,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.0880479 50.9795771)
1109933394,B2794,2015/03/31,2019/05/13,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.1849759 51.0628961)
1110163625,B2681,2018/09/21,2019/04/30,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.0511584 50.9144636)
1109708586,0299,2010/08/13,2018/11/29,11-244,One Way - Arrow Left,450x1350,Flat Sheet,As-built,Trunk,POINT (-114.0626115 51.049436)
1110259252,0621,2009/11/04,2019/12/10,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,As-built,Trunk,POINT (-114.0715095 50.9978746)
1110128908,3455,2011/12/07,2018/01/08,11-951,Reserved Lane M-F 1530-1800,900x1500,Flat Sheet,Active,Arm,POINT (-114.0336767 51.0409397)
1110242519,B0016,2020/10/15,2023/08/04,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Streetlight,POINT (-114.0684524 51.0369882)
1109761119,B2768,2013/08/21,2019/05/16,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-114.0949576 51.0875093)
1110174009,0635,2019/01/31,2019/06/04,11-810,No Turns,900x900,Flat Sheet,As-built,Arm,POINT (-114.063778 50.9942361)
1110116033,B2601,2017/12/28,2019/04/05,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Streetlight,POINT (-114.030226 50.8852081)
1109974949,B2810,2015/12/28,2019/05/13,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Pedestal,POINT (-113.9408947 51.1106499)
1109353646,B2747,2016/08/23,2019/05/16,14-308,Pedestrian Crosswalk,900x1200,Flat Sheet,Active,Pedestal,POINT (-114.0304068 50.9273305)
1110006688,B2533,2005/10/11,2019/07/12,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-114.0759253 51.0997841)
1110081110,0095,2017/08/23,2018/08/24,11-645,Turn Control - Arrow Left,900x900,Flat Sheet,As-built,Trunk,POINT (-114.0923237 51.0830088)
1110134132,0193,2018/05/06,2018/05/09,11-005,Yield On Solid Green,750x900,Flat Sheet,Active,Trunk,POINT (-114.1060329 51.0669461)
1109356477,B2715,2002/09/20,2022/01/30,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.0366471 51.0421454)
1110085397,B2854,2017/11/05,2019/12/16,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Streetlight,POINT (-113.9946256 51.0767493)
1110278140,0293,2021/04/25,2021/04/29,11-244,One Way - Arrow Left,450x1350,Flat Sheet,Active,Arm,POINT (-114.0760769 51.0498446)
1110114888,0392,2018/11/25,2022/02/11,11-245,One Way - Arrow Right Except Bicycles,600x1300,Flat Sheet,As-built,Arm,POINT (-114.0738191 51.0435986)
1110151696,B2710,2018/07/12,2019/04/05,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Pedestal,POINT (-114.0948298 51.0333106)
1110005592,B2544,2009/04/01,2019/06/26,14-320,TAC Pedestrian Corridor,900x1200,Other,As-built,Arm,POINT (-114.1733326 51.080278)
1109356111,0804,2000/11/15,2013/11/05,11-751,Turn Control - Thru,900x900,Flat Sheet,As-built,Arm,POINT (-114.1508357 51.0978755)
1109708789,0419,2001/01/01,2017/09/25,11-647,Turn Control - Thru and Left,900x900,Flat Sheet,As-built,Arm,POINT (-114.0582512 51.0412686)
1110163674,B2682,2018/09/21,2019/04/05,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Trunk,POINT (-114.0557091 50.9160918)
1109707929,0428,2000/06/29,2021/07/02,11-244,One way - Arrow Left,450x1350,Flat Sheet,Active,,POINT (-114.0912482 51.0432505)
1110389846,0099,2022/09/26,2022/09/27,11-651,Turn Control - Thru,900x900,Flat Sheet,Active,Arm,POINT (-114.1337717 51.0895283)
1109353894,0559,2008/07/16,2023/11/14,11-250,Keep Right,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.2109245 51.0381601)
1110046946,B2868,2017/05/05,2019/04/29,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.1498896 51.1033819)
1109355849,0804,2000/11/15,2011/07/28,11-751,Lane Control - dual left,900x900,Flat Sheet,As-built,Arm,POINT (-114.1507928 51.0978519)
1110320523,B0049,2022/06/05,2022/06/15,14-307,Pedestrian Crosswalk,600x750,Flat Sheet,Active,Pedestal,POINT (-114.0404351 51.050091)
1110024599,B2742,2006/10/06,2019/06/11,14-308,Pedestrian Crosswalk,600x750,Flat Sheet,As-built,Trunk,POINT (-113.9353182 51.0865776)
1109714825,1003,2010/07/26,2018/08/08,11-250,KRMS,600x750,Flat Sheet,As-built,Pedestal,POINT (-114.1255828 51.1613919)
