CROSS_STREET_NAME1,CROSS_STREET_NAME2,CROSSWALK_TYPE,CROSSWALK_COMP,NUMBER_OF_CROSSWALKS,MATERIAL,DIRECTION,POINT
COVENTRY HILLS BLVD NE,COVENTRY DR NE,SIGNALIZED,STOP LINE,4,PAINT,NSEW,POINT (-114.05249650620539 51.15725882189017)
16 AVE NW,14 ST NW / WEST INT,SIGNAL,RIGHT TURN,2,PAINT,SW,POINT (-114.09541502183633 51.066925499033026)
SACRAMENTO DR SW,SHAMROCK AVE SW,REGULAR,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.07899399047992 50.95523278953253)
36 AVE SW,12 ST SW,SCHOOL,LADDER CROSSWALK,4,PAINT,NSEW,POINT (-114.09083926651194 51.021673828571316)
MIDLAKE BLVD SE,MIDRIDGE DR/MIDPARK BV SE,SIGNALIZED,MULTI USE XWALK,4,PAINT,NSEW,POINT (-114.0615328292619 50.91488381805098)
LAKE BONAVISTA DR SE,120 AVE SE,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.04871638537867 50.94548918101069)
36 ST NE,80 AVE NE,SIGNALIZED,STOP LINE,3,PAINT,NSE,POINT (-113.98155102103185 51.12520425882684)
WHITEFIELD DR NE,N OF WHITEFIELD PL,MIDBLOCK,REGULAR CROSSWALK,1,PAINT,MID,POINT (-113.97330172836485 51.08877541699809)
7 AVE SE,3 ST SE,DOWNTOWN,STOP LINE,4,MMA,NSEW,POINT (-114.05558836692863 51.046304633979894)
19 AVE SE,48 ST SE,MULTIWAY STOP,REGULAR CROSSWALK,3,PAINT,NSW,POINT (-113.96435195975883 51.03628963468479)
9 AVE SE,9 ST SE,CORRIDOR,LADDER CROSSWALK,1,PAINT,E,POINT (-114.03945765011949 51.04285311716216)
CRANSTON DR SE,CRANSTON WY SE,SCHOOL,LADDER CROSSWALK,2,PAINT,NW,POINT (-113.9747455828056 50.88739381531049)
DALTON DR NW,BELLE NORTH RD NW,MID BLOCK,REGULAR CROSSWALK,1,PAINT,MID,POINT (-114.1503468689977 51.10118217981353)
25 AVE SE,MACLEOD TR S,RED LIGHT CAMERA,REGULAR CROSSWALK,3,PAINT,NEW,POINT (-114.05961586044886 51.03049440210196)
9 AVE SE,8 ST SE,SIGNAL,STOP X,1,PAINT,S,POINT (-114.04148191724602 51.043337129327846)
52 ST SE,106 AVE SE,SIGNALIZED,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-113.95839374441924 50.95781139697175)
BONAVENTURE DR SE,HEARTHSTONE PL (W INT),SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.06794402953845 50.95493095954004)
NEW BRIGHTON DR SE,NEW BRIGHTON WAY SE,SCHOOL,LADDER CROSSWALK,3,PAINT,SEW,POINT (-113.94309289566077 50.91654400493309)
21 AVE NW,46 ST NW,SCHOOL,LADDER CROSSWALK,2,PAINT,NS,POINT (-114.15728473983832 51.0743633709168)
SPRUCE DR SW,HEMLOCK CR SW,REGULAR,LADDER CROSSWALK,1,PAINT,S,POINT (-114.13497803542015 51.04766601768584)
19 AVE SE,34 ST SE,RSM,REGULAR CROSSWALK,1,PAINT,N,POINT (-113.98448419419263 51.0361081217649)
14 ST SW,30 AVE SW,REGULAR,STOP LINE,1,PAINT,W,POINT (-114.09470999010628 51.02676636067632)
20 ST SW,38 AVE SW,SCHOOL,LADDER CROSSWALK,3,PAINT,NSE,POINT (-114.10920070930058 51.019676403616614)
MISSION RD SW,34 AVE SW,RSM,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.0662263420426 51.023239331560035)
DALLYN ST NW,DALGHETTY DR NW,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.14978025797004 51.10555909589847)
MARTINDALE BLVD NE,MARTINBROOK GATE NE,CORRIDOR,LADDER CROSSWALK,1,PAINT,W,POINT (-113.95530728399386 51.11427912013419)
16 AVE NW,19 ST NW,SIGNAL,RIGHT TURN,1,PAINT,S,POINT (-114.10624362186739 51.06700685699276)
CORNERSTONE BLVD NE,CORNERBROOKE GREEN NE,RSM,REGULAR CROSSWALK,1,PAINT,E,POINT (-113.93021650419324 51.158021804798906)
26 ST SE,22 AVE SE,REGULAR,REGULAR CROSSWALK,2,PAINT,SE,POINT (-113.99483739224736 51.033850333789125)
FALCONRIDGE BLVD NE,FALCONRIDGE DR,SIGNAL,RIGHT TURN,3,PAINT,NSW,POINT (-113.95834050953455 51.09988783460792)
16 ST SW,45 AVE SW,SCHOOL,LADDER CROSSWALK,1,PAINT,N,POINT (-114.10047288201586 51.01331559423967)
HERITAGE DR SW,HAMLET RD SW,REGULAR,STOP LINE,2,PAINT,NS,POINT (-114.08593950269515 50.9795810750116)
QUARRY PARK BLVD SE,QUARRY DR SE,SIGNALIZED,STOP LINE,4,PAINT,NSEW,POINT (-114.01134239381672 50.95948667952022)
AUBURN SPRINGS BLVD SE,AUBURN CREST LANE SE,RSM,REGULAR CROSSWALK,1,PAINT,W,POINT (-113.94991064135358 50.88707894989995)
NORTHMOUNT DR NW,BOWLEN ST NW,SCHOOL,LADDER CROSSWALK,2,MMA,NE,POINT (-114.12370456842493 51.09084920084279)
85 ST SW,9 AVE SW,SIGNALIZED,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.21099761909356 51.0596607635101)
WILLINGTON BLVD SE,EAST OF FAIRMONT DR,SCHOOL,LADDER CROSSWALK,1,MMA,MID,POINT (-114.06011869366331 50.95395958118749)
EVANSTON WAY NW,EVANSGLEN DR NW,SCHOOL,STOP LINE,1,MMA,N,POINT (-114.1005113697347 51.17680299861291)
STRATHCONA DR SW,STRATHAM BAY SW,REGULAR,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.17374302942149 51.04226178203502)
MARLBOROUGH DR NE,MARCOMBE DR/WEST LEG,REGULAR,REGULAR CROSSWALK,1,PAINT,W,POINT (-113.96792343825025 51.059551751742966)
MIDPARK BLVD SE,MIDPARK WAY SE,RSM,REGULAR CROSSWALK,2,PAINT,SW,POINT (-114.05852535794695 50.90820672059709)
EDMONTON TR NE,MEMORIAL DR,SIGNAL,RIGHT TURN,1,MMA,E,POINT (-114.05031677111775 51.050708621398456)
2 AVE SE,28 ST,SIGNAL,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-113.99245306910456 51.05000024490845)
MCKINNON DR NE,MAUNSELL DR/CLOSE NE,SCHOOL,LADDER CROSSWALK,1,PAINT,N,POINT (-114.00482812490763 51.05847719160756)
SUNRIDGE WAY NE,34 ST NE,SIGNALIZED,STOP LINE,3,PAINT,NEW,POINT (-113.98610054192848 51.06869813407566)
15 AVE SW,6 ST SW,RSM,STOP LINE,1,PAINT,W,POINT (-114.07674186979334 51.038963894839995)
MACDOUGALL RD NE,816 MCDOUGALL RD,RSM,PARKING STALLS,10,PAINT,N,POINT (-114.04496023798967 51.05085023607688)
96 AVE NE,AURORA PARKR DR NE,SIGNALIZED,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.050841774344 51.14204104863659)
11 ST SW RRXING,BTW 9 & 10 AVE,DOWNTOWN,"""X"" RRXING",4,MMA,NS,POINT (-114.08873758474537 51.044705876639014)
SIMCOE BLVD SW,SIMCOE RD SW,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.17896783670251 51.035088081055015)
PANATELLA BLVD NW,PANATELLA DR NW,RSM,LADDER CROSSWALK,1,PAINT,E,POINT (-114.0742184746399 51.16475602236522)
BARLOW TR SE,26 ST SE,REGULAR,REGULAR CROSSWALK,2,PAINT,NW,POINT (-113.9980268616301 51.03783930676825)
4 ST NW,24 AVE NW,SCHOOL,LADDER CROSSWALK,1,PAINT,N,POINT (-114.07155047463382 51.07425933683015)
14 AVE NE,28 ST NE,MULTIWAY STOP,STOP LINE,4,PAINT,NSEW,POINT (-113.99327121188054 51.06506447693821)
DOUGLAS GLEN BLVD SE,DOUGLAS GLEN CR SE,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.00461986791572 50.95311028973064)
HORTON RD SW,HULL AVE SW,RSM,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.07374350028248 50.97712992031369)
CRANSTON GATE SE,CRANFORD DR,RSM,REGULAR CROSSWALK,1,PAINT,S,POINT (-113.97129192075884 50.870326241166765)
4 AVE SW,9 ST SW,DOWNTOWN,STOP LINE,2,MMA,NE,POINT (-114.08350482653474 51.04991395057166)
7 AVE SW,8 ST SW,DOWNTOWN,STOP LINE,4,MMA,NSEW,POINT (-114.08120676561262 51.047038596649415)
GRAFTON DR SW,GLAMORGAN SCHOOL,MIDBLOCK,LADDER CROSSWALK,1,PAINT,MID,POINT (-114.14595131782545 51.01482072199251)
EDGEMONT BLVD NW,EDGEMONT DR NW,REGULAR,RIGHT TURN,1,PAINT,E,POINT (-114.15347152792845 51.11698361341953)
KENSINGTON RD NW,PARKDALE BLVD NW,SIGNALIZED,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.12116249834298 51.052181136375786)
10 ST NW,20 AV NW,SIGNALIZED,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.08482898520732 51.070570433545086)
1 AVE NE,EDMONTON TR,SIGNAL,REGULAR CROSSWALK,4,MMA,NSEW,POINT (-114.05025424591196 51.05325081148492)
MACLEOD TR S,NORTH OF 60 AVE SE,SIGNALIZED,STOP LINE,2,PAINT,NS,POINT (-114.07161727384802 50.99937067176853)
ANDERSON RD SW,WOODPARK BLVD SW,SIGNAL,REGULAR CROSSWALK,3,PAINT,SEW,POINT (-114.10898934034189 50.95054425318774)
CITYSCAPE DR NE,CITYSCAPE GATE NE,RSM,REGULAR CROSSWALK,3,PAINT,NEW,POINT (-113.95839123201425 51.15234597571149)
CENTRE ST N,28 AVE N,CORRIDOR,LADDER CROSSWALK,1,PAINT,N,POINT (-114.06253233972508 51.07784548051564)
36 ST NE,64 AVE NE,SIGNALIZED,STOP LINE,3,PAINT,NSE,POINT (-113.98161812535434 51.11320683761551)
68 ST NE,FALSHIRE DR NE,SIGNALIZED,STOP LINE,4,PAINT,NSEW,POINT (-113.93505531643098 51.10796001543424)
EDGEPARK BLVD NW,EDGEPARK RISE NW,ELDERLY PEDESTRIAN,LADDER CROSSWALK,1,PAINT,N,POINT (-114.15816031471753 51.13247779514012)
ELBOW DR SW,SYLVESTER CRESCENT SW,CORRIDOR,LADDER CROSSWALK,1,PAINT,N,POINT (-114.0847862491963 50.95895424149607)
DOUGLAS PARK BLVD SE,DOUGLAS VIEW BLVD SE,REGULAR,REGULAR CROSSWALK,1,PAINT,W,POINT (-113.99325949135792 50.93768491725652)
32 AVE NE,EDMONTON TR NE,SIGNAL,STOP LINE,4,PAINT,NSEW,POINT (-114.05461566737108 51.0814997963563)
BERMUDA DR NW,PATH W OF BERNARD NW,SCHOOL,LADDER CROSSWALK,1,PAINT,MID,POINT (-114.081308280929 51.132433118256394)
24 AVE NW,16 ST NW,RSM,STOP LINE,1,PAINT,S,POINT (-114.09965431120685 51.074280146718436)
9 ST SE,100M N OF 42 AVE SE,RSM,STOP LINE,4,PAINT,NS,POINT (-114.04062207843012 51.01702933736066)
16 AVE SW,8 ST SW,RSM,REGULAR CROSSWALK,3,PAINT,NEW,POINT (-114.08180559938162 51.038153896724324)
146 AVE SE,DEERFIELD DR SE,MULTIWAYS,RIGHT TURN,2,PAINT,SW,POINT (-114.01473035558297 50.92030786287204)
11 AVE SW,8 ST SW,DOWNTOWN,REGULAR CROSSWALK,4,MMA,NSEW,POINT (-114.08147905818677 51.04288346060022)
144 AVE NW,NOLAN HILL BLVD NW,RSM,LADDER CROSSWALK,1,PAINT,W,POINT (-114.17038566306967 51.18322693502315)
SUNMILLS DR SE,SUNSET CR SE,SCHOOL,LADDER CROSSWALK,2,PAINT,NW,POINT (-114.04543372045987 50.898754819686374)
17 AVE SE (BRT SOUTH),90M EAST OF 9 AVE SE,MID BLOCK,REGULAR CROSSWALK,1,PAINT,MID,POINT (-114.02089792756831 51.03679823968057)
17 AVE SE,84 ST SE,SIGNAL,STOP LINE,3,PAINT,SEW,POINT (-113.91192217897202 51.03782369901859)
ELBOW DR SW,38 AVE SW,SIGNALIZED,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.07784988975757 51.02012091458854)
NOLAN HILL BLVD NW,NOLAND HILL DR NW,RSM,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.17048927792096 51.178743408390034)
AT 1416,NUTANA PL NW,RSM,PARKING STALLS,21,PAINT,CDS,POINT (-114.09361084908087 51.091280158349534)
11 AVE SW,2 ST SW,MID BLOCK,PARKING STALLS,13,MMA,W,POINT (-114.06822612702645 51.04298410204859)
40 AVE NW,CENTRE B ST NW,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.06384591121362 51.08873216991059)
144 AVE NE,HOWSE RISE NE,RSM,RIGHT TURN,1,PAINT,N,POINT (-114.05902503842218 51.18346546751533)
210 AVE SE,LEGACY GATE,RSM,REGULAR CROSSWALK,3,PAINT,SEW,POINT (-114.01740591579414 50.86313098015308)
17 AVE SW,CORTINA DR SW,RSM,RIGHT TURN,1,PAINT,S,POINT (-114.22268724891002 51.03784730441847)
BARLOW TR NE,150M SOUTH OF,RSM,STOP LINE,1,PAINT,E,POINT (-113.99995114080491 51.15933160823149)
CROWCHILD TR SW,GLENMORE TR SW,SIGNAL,RIGHT TURN,2,PAINT,NW,POINT (-114.11801272225667 51.00079807973216)
NORTHMOUNT DR NW,CONNAUGHT DR NW,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.0912383042155 51.08411368166281)
ROCKY RIDGE RD NW,ROCKY RIDGE BLVD NW,REGULAR,REGULAR CROSSWALK,2,PAINT,SW,POINT (-114.23418069546001 51.14323882235686)
SYMONS VALLEY RD NW,SAGE BLUFF BLVD NW,RSM,RIGHT TURN,1,PAINT,W,POINT (-114.1340120422566 51.180665073398416)
144 AVE NW,CARRINGVUE DR NW,RSM,STOP LINE,2,PAINT,NS,POINT (-114.07978536453179 51.18323671116164)
MACLEOD TR SE,9 AVE SE,DOWNTOWN,REGULAR CROSSWALK,4,MMA,NSEW,POINT (-114.05817482019766 51.04446447951341)
PANORAMA HILLS BLVD NW,50M S/PANAMOUNT HEIGHTS NW,MIDBLOCK,LADDER CROSSWALK,1,PAINT,MID,POINT (-114.07870068642413 51.154254051294494)
40 ST SE,54 AVE SE,RSM,"""X"" RRXING",2,PAINT,NS,POINT (-113.97659397738656 51.00294251436175)
76 AVE SE,20A ST SE,SCHOOL,LADDER CROSSWALK,4,PAINT,NSEW,POINT (-114.01017375390215 50.98502643307074)
VALLEY RIDGE BLVD NW,90M S OF,SIGNALIZED,STOP LINE,2,PAINT,NS,POINT (-114.2494660599822 51.09116067732302)
104 AVE SW,8 ST SW,REGULAR,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.08341529892229 50.959813991050446)
5 ST SE,13 AVE SE,DOWNTOWN,STOP LINE,4,PAINT,EW,POINT (-114.05109977284897 51.0401287677878)
COVENTRY HILLS WAY NE,190M W/OF COVEWOOD LINK NE,MIDBLOCK,REGULAR CROSSWALK,1,PAINT,MID,POINT (-114.04802499509844 51.164798383345776)
19 AVE SE,41 ST SE,RSM,STOP LINE,2,PAINT,NS,POINT (-113.97433704815204 51.03628340337067)
CRANSTON WAY SE,CRANWELL CR SE,RSM,REGULAR CROSSWALK,1,PAINT,W,POINT (-113.98552876758892 50.88615954336566)
SHAWVILLE LINK SE,SHAWVILLE GATE SE,SIGNAL,STOP LINE,3,PAINT,NEW,POINT (-114.06620318860357 50.89881994165342)
128 AVE NE,RED EMBERS GATE NE,SIGNALIZED,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-113.95778499788685 51.1653847119242)
19 AVE SE,40 ST SE,REGULAR,STOP LINE,2,PAINT,NS,POINT (-113.97574768294734 51.036279625060835)
WILLINGDON BLVD SE,115M SOUTH OF FAIRMOUNT DR SE,SCHOOL,LADDER CROSSWALK,1,PAINT,MID,POINT (-114.0598587763257 50.95290571293175)
10 AVE SW,12 ST SW,DOWNTOWN,LADDER CROSSWALK,1,MMA,E,POINT (-114.09126590110016 51.04409587388191)
13 AVE SW,ASPEN SUMMIT DR SW,RSM,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.20595037054345 51.04696009839182)
10 ST NE,2 AVE NE,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.03773315946853 51.054641629179635)
LEGACY VILLAGE RD SE,LEGACY VILLAGE WAY,RSM,REGULAR CROSSWALK,3,PAINT,NSW,POINT (-114.02484063005463 50.85964199712667)
PANATELLA BLVD NW,50M WEST OF PANATELLA CLOSE NW,MID BLOCK,LADDER CROSSWALK,1,PAINT,MID,POINT (-114.07710483118304 51.16402523526409)
2 AVE SE,27 ST SE,RSM,REGULAR CROSSWALK,1,PAINT,E,POINT (-113.99529595889864 51.04900617518419)
28 AVE NE,58 ST NE,MULTIWAYS,REGULAR CROSSWALK,3,PAINT,NEW,POINT (-113.94982596032463 51.07750506687319)
HILLCREST AVE SW,7 ST SW,MULTIWAYS,REGULAR CROSSWALK,3,PAINT,NEW,POINT (-114.07933482629176 51.031265241367784)
CAPITOL HILL CR NW,MORLEY TR NW,RSM,REGULAR CROSSWALK,1,PAINT,E,POINT (-114.11993709957407 51.08157716628103)
24 AVE NW,16A NW,RSM,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.10060289437186 51.07425966482203)
MT KIDD RD SE,MT GIBRALTER PLACE SE,REGULAR,REGULAR CROSSWALK,1,PAINT,S,POINT (-113.99546523435563 50.90024834161317)
MILLRISE DR SW,MILLBANK DR SW,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.07711957078723 50.916284222451765)
CASTLERIDGE DR NE,54 ST NE,SCHOOL,LADDER CROSSWALK,2,PAINT,NW,POINT (-113.95588887756482 51.108154483461945)
HAMPTONS BLVD NW,HAMPTONS PARK NW,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.16081231557523 51.144134728301644)
SIERRA MORENA BLVD SW,50M SOUTH OF 900 SIERRA MORENA COURT,MID BLOCK,REGULAR CROSSWALK,1,PAINT,MID,POINT (-114.18582542814954 51.01611677168958)
EDMONTON TR NE,22 AVE NE,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.05626259435117 51.07244661837032)
QUEEN CHARLOTTE DR SE,QUEEN CHARLOTTE GATE SE,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.02420965647742 50.93737519283821)
130 AVE SE,NEW BRIGHTON ATHLETIC PAR ENTANCE,SIGNALIZED,RIGHT TURN,2,PAINT,SE,POINT (-113.95073959343186 50.928761149673505)
16 ST SW,38 AVE SW,MULTIWAYS,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.1004849694182 51.02015170952983)
16 AVE NW,46 ST NW,CORRIDOR,STOP LINE,2,PAINT,NS,POINT (-114.1627537942205 51.07148955596949)
COUNTRY VILLAGE LINK NE,COUNTRY VILLAGE WAY NE,MULTIWAY STOP,REGULAR CROSSWALK,3,PAINT,NEW,POINT (-114.06775079053075 51.15674696581573)
26 AVE SW,SPRINGBOROUGH BLVD SW,SCHOOL,STOP LINE,4,PAINT,NSEW,POINT (-114.19350589871235 51.03053368116665)
RUNDLEHILL DR NE,RUNDLEHILL WAY,SCHOOL,LADDER CROSSWALK,1,MMA,W,POINT (-113.96860866983386 51.07491060306889)
34 ST SE,BETWEEN 17 AND 19 AVE SE,RSM,PARKING STALLS,25,PAINT,W,POINT (-113.98448595212317 51.03686840008852)
ACADIA DR SE,LAKE SYLVAN DR SE,SCHOOL,LADDER CROSSWALK,2,PAINT,NE,POINT (-114.0429166569336 50.94358280485581)
6 ST NE,8 AVE NE,SCHOOL,LADDER CROSSWALK,2,PAINT,NE,POINT (-114.04834056406166 51.05961475325197)
RADCLIFFE DR SE,RADCLIFFE PL SE,SCHOOL,LADDER CROSSWALK,1,PAINT,W,POINT (-113.99227812636279 51.04664171623337)
CRESTMONT BLVD SW,WEST VALLEY RD SW,RSM,REGULAR CROSSWALK,2,PAINT,SE,POINT (-114.24892709546347 51.08772581147694)
9 AVE SW,11 ST SW,DOWNTOWN,STOP LINE,1,MMA,W,POINT (-114.08870908558606 51.04532820727379)
PARKLAND BLVD SE,PARKVALLEY DR/S. LEG SE,REGULAR,REGULAR CROSSWALK,1,PAINT,S,POINT (-114.02359084729083 50.91361906814753)
BARLOW TR SE,MEMORIAL DR SE,SIGNAL,STOP LINE,3,PAINT,NSE,POINT (-114.0017567202316 51.045805601206645)
COUNTRY HILLS BLVD NW,ROCKY RIDGE RD NW,SIGNALIZED,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.23421182097407 51.154057715150515)
CATALINA BLVD,COSTA MESA CLOSE,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-113.9308613856672 51.08636093431024)
RANCHLANDS BLVD NW,RANCHVIEW DR NW,SIGNAL,RIGHT TURN,2,PAINT,EW,POINT (-114.17843052688266 51.12007648653968)
NORTH HAVEN DR NW,48 AVE NW,MULTIWAYS,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.08648644816583 51.09861998508699)
MCKENZIE LAKE BLVD SE,MOUNTAIN PK DR/MCK DR,MULTIWAYS,RIGHT TURN,2,PAINT,EW,POINT (-113.99104866090875 50.90212692604444)
MARINE DR SE,MAHOGANY RD,RSM,REGULAR CROSSWALK,3,PAINT,NSW,POINT (-113.92915100799053 50.894632732943975)
37 ST SW,32 AVE SW,RSM,REGULAR CROSSWALK,2,PAINT,EW,POINT (-114.14113737878752 51.025388034788655)
42 AVE SE,39 AVE SE,SIGNALIZED,REGULAR CROSSWALK,3,PAINT,NEW,POINT (-114.05756401065491 51.015939498077465)
HUNTERHORN RD NE,64 AV NE,SIGNAL,RIGHT TURN,1,PAINT,E,POINT (-114.05280197343997 51.110616016798396)
DOUGLASDALE BLVD SE,DOUGLASWOODS DR SE,SCHOOL,STOP LINE,4,PAINT,NSEW,POINT (-113.98915724190307 50.94071401562994)
BOWNESS RD NW,79 ST NW,REGULAR,LADDER CROSSWALK,1,PAINT,E,POINT (-114.20153017835737 51.08894047314815)
OGDEN DALE RD SE,RRXING 105M WEST OF OGDEN DALE PL,RSM,STOP LINE,4,PAINT,EW,POINT (-113.99344707096627 50.98747739278814)
LEGACY VILLAGE RD SE,LEGACY VILLAGE LINK,RSM,REGULAR CROSSWALK,3,PAINT,NEW,POINT (-114.02873629170219 50.860982591811926)
4 ST NE,72 AVE NE,REGULAR,STOP LINE,2,PAINT,EW,POINT (-114.05242328204525 51.11818502804279)
CHARLESWOOD DR NW,BRENTWOOD RD NW,SIGNAL,RIGHT TURN,2,PAINT,SE,POINT (-114.12517721127368 51.08343695335032)
CITADEL WAY NW,CITADEL VISTA CL NW,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.1955685736248 51.14396463767345)
19 AVE SE,28 ST SE,RSM,STOP LINE,2,PAINT,NS,POINT (-113.99234591227753 51.036086698185144)
ELBOW DR SW,55 AVE SW,SIGNAL,REGULAR CROSSWALK,3,PAINT,NSE,POINT (-114.08136375396309 51.004247330019254)
12 AVE SW,7 ST SW,DOWNTOWN,STOP LINE,4,PAINT,NSEW,POINT (-114.07906593186563 51.04186971890503)
ASPEN STONE BLVD SW,ASPEN HILLS DR SW,SCHOOL,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.2160300280223 51.03981572205371)
WOODFIELD WAY SW,WOODBINE BLVD SW,SCHOOL,LADDER CROSSWALK,3,PAINT,NSW,POINT (-114.1283052839689 50.93867145410107)
HARVEST HILLS BLVD NE,PANAMOUNT BLVD NW,SIGNAL,RIGHT TURN,4,PAINT,NSEW,POINT (-114.07077279935041 51.16015512828834)
SUNMILLS DR SE,SUNCREST WAY,REGULAR,STOP LINE,1,PAINT,E,POINT (-114.04811149317398 50.90397736420609)
40 AVE NW,VARSCLIFF RD NW,CORRIDOR,REGULAR CROSSWALK,2,PAINT,NS,POINT (-114.16188183162805 51.08827562642719)
8 AVE SW,8 ST SW,DOWNTOWN,STOP LINE,4,MMA,NSEW,POINT (-114.08126301894347 51.04606430792002)
52 ST SE,ERIN WOODS DR SE,SIGNAL,RIGHT TURN,1,PAINT,N,POINT (-113.95841932705282 51.024154544305944)
8 ST SW,19 AVE SW,REGULAR,REGULAR CROSSWALK,2,PAINT,NS,POINT (-114.0818186769381 51.03603484154298)
OGDEN RD SE,72 AVE SE,REGULAR,RIGHT TURN,1,PAINT,W,POINT (-114.00001928850304 50.98875321772853)
52 AVE SW,4 ST SW,REGULAR,REGULAR CROSSWALK,2,PAINT,SW,POINT (-114.07150872190186 51.00694610998932)
MCIVOR BLVD SE,NEW BRIGHTON AV SE,SIGNALIZED,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-113.93287242123196 50.92301963843075)
32 AV NE,9 ST NE,SIGNAL,REGULAR CROSSWALK,2,PAINT,SW,POINT (-114.04149766839289 51.08144718441872)
SHAGANAPPI TR NW,SAGE VALLEY BLVD NW,RSM,RIGHT TURN,1,PAINT,E,POINT (-114.15673415700451 51.17521149016532)
DOUGLASDALE BLVD SE,DOUGLASBANK DR SE,SIGNAL,REGULAR CROSSWALK,3,PAINT,NSW,POINT (-114.00484562560126 50.94460278632277)
36 AVE NW,3 ST,MULTIWAYS,REGULAR CROSSWALK,4,PAINT,NSEW,POINT (-114.0680500562024 51.084976952362716)
WOODPARK CLOSE SW,WOODPARK CLOSE SW,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.11600027119482 50.94724002138145)
26 AVE SW,42 ST SW,REGULAR,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.14802026448629 51.0305023884124)
32 ST NE,AT 2555,CORRIDOR,LADDER CROSSWALK,1,PAINT,N,POINT (-113.98869045511553 51.07436342932142)
VARSITY ESTATES DR NW,VARSITY ESTATES RD NW,CORRIDOR,REGULAR CROSSWALK,1,PAINT,W,POINT (-114.16571711023727 51.103362774662585)
BANNISTER RD SE,146 AVE SE,REGULAR,STOP LINE,1,PAINT,E,POINT (-114.06950511056412 50.92133364629095)
BONAVENTURE DR SE,LAKE BONAVISTA DR SE,SCHOOL,LADDER CROSSWALK,4,PAINT,NSEW,POINT (-114.06245038523676 50.94145525906323)
DALFORD RD NW,DALFORD HILL NW,MIDBLOCK,REGULAR CROSSWALK,1,PAINT,MID,POINT (-114.15506449323307 51.10717330423235)
BRISEBOIS DR NW,BULYEA RD NW,REGULAR,REGULAR CROSSWALK,1,PAINT,N,POINT (-114.12852098595722 51.099060431042545)
COUNTRY HILLS BLVD NE,HARVEST HILLS BLVD NE,SIGNAL,RIGHT TURN,4,PAINT,NSEW,POINT (-114.0666398937582 51.15328314470515)
18 ST NW,3 AVE NW,SCHOOL,LADDER CROSSWALK,1,PAINT,S,POINT (-114.10244313362878 51.055326467126534)
CHAPARRAL DR SE,CHAPALA GA SE,REGULAR,REGULAR CROSSWALK,2,PAINT,NS,POINT (-114.0375189519905 50.879691256508806)
BOWNESS RD NW,62 ST NW,MID BLOCK,PARKING STALLS,17,PAINT,S,POINT (-114.17875855499453 51.08506132208521)
RADCLIFFE DR SE,28 ST SE,MULTIWAYS,REGULAR CROSSWALK,3,PAINT,NEW,POINT (-113.98840180503427 51.047125138613175)
SHERIFF KING ST SW,SILVERADO WAY SW,RSM,REGULAR CROSSWALK,2,PAINT,NW,POINT (-114.0709395798729 50.881165858433796)
19 ST NW,22 AVE NW,CORRIDOR,LADDER CROSSWALK,1,PAINT,N,POINT (-114.1062954851303 51.07233500637314)
RICHMOND RD SW,42 ST SW,CORRIDOR,LADDER CROSSWALK,1,PAINT,W,POINT (-114.1481255203185 51.02023602488347)
